area,latitude,longitude,zone_type,date,day_of_week,hour,is_weekend,is_night,crowd_score,crowd_level,estimated_people,capacity,utilisation_pct,has_metro,bus_stops_nearby,isolation_risk,overcrowd_risk,data_source
Nagawara,13.031967,77.618273,residential,2024-01-05,Friday,13,0,0,0.26,Moderate,885,3500,26.0,0,5,0.148,0.208,synthetic
Nagawara,13.032046,77.620057,residential,2024-01-05,Friday,14,0,0,0.273,Moderate,946,3500,27.3,0,5,0.145,0.219,synthetic
Nagawara,13.034437,77.616432,residential,2024-01-05,Friday,15,0,0,0.323,Moderate,1026,3500,32.3,0,5,0.135,0.258,synthetic
Nagawara,13.034494,77.615251,residential,2024-01-05,Friday,16,0,0,0.279,Moderate,859,3500,27.9,0,5,0.144,0.223,synthetic
Nagawara,13.033874,77.617984,residential,2024-01-05,Friday,17,0,0,0.458,Moderate,1389,3500,45.8,0,5,0.108,0.366,synthetic
Nagawara,13.036887,77.621974,residential,2024-01-05,Friday,18,0,0,0.454,Moderate,1356,3500,45.4,0,5,0.109,0.363,synthetic
Nagawara,13.033297,77.614321,residential,2024-01-05,Friday,19,0,0,0.388,Moderate,1200,3500,38.8,0,5,0.122,0.311,synthetic
Nagawara,13.036739,77.619087,residential,2024-01-05,Friday,20,0,1,0.348,Moderate,1255,3500,34.8,0,5,0.326,0.279,synthetic
Nagawara,13.030893,77.61542,residential,2024-01-05,Friday,21,0,1,0.281,Moderate,934,3500,28.1,0,5,0.36,0.225,synthetic
Nagawara,13.03382,77.614482,residential,2024-01-05,Friday,22,0,1,0.179,Low,557,3500,17.9,0,5,0.41,0.143,synthetic
Nagawara,13.03452,77.617692,residential,2024-01-05,Friday,23,0,1,0.146,Low,442,3500,14.6,0,5,0.427,0.117,synthetic
JP Nagar,12.897175,77.598472,residential,2024-01-05,Friday,0,0,1,0.101,Low,423,4000,10.1,0,7,0.449,0.081,synthetic
JP Nagar,12.896457,77.595994,residential,2024-01-05,Friday,1,0,1,0.05,Low,174,4000,5.0,0,7,0.475,0.04,synthetic
JP Nagar,12.896887,77.593383,residential,2024-01-05,Friday,2,0,1,0.056,Low,210,4000,5.6,0,7,0.472,0.045,synthetic
JP Nagar,12.896128,77.594683,residential,2024-01-05,Friday,3,0,1,0.05,Low,193,4000,5.0,0,7,0.475,0.04,synthetic
JP Nagar,12.900316,77.595217,residential,2024-01-05,Friday,4,0,1,0.052,Low,196,4000,5.2,0,7,0.474,0.041,synthetic
JP Nagar,12.898324,77.594202,residential,2024-01-05,Friday,5,0,1,0.14,Low,544,4000,14.0,0,7,0.43,0.112,synthetic
JP Nagar,12.89603,77.594673,residential,2024-01-05,Friday,6,0,0,0.161,Low,700,4000,16.1,0,7,0.168,0.129,synthetic
JP Nagar,12.895505,77.596429,residential,2024-01-05,Friday,7,0,0,0.217,Low,911,4000,21.7,0,7,0.157,0.174,synthetic
JP Nagar,12.894436,77.599941,residential,2024-01-05,Friday,8,0,0,0.419,Moderate,1873,4000,41.9,0,7,0.116,0.335,synthetic
JP Nagar,12.899356,77.596624,residential,2024-01-05,Friday,9,0,0,0.373,Moderate,1547,4000,37.3,0,7,0.125,0.298,synthetic
JP Nagar,12.895593,77.599985,residential,2024-01-05,Friday,10,0,0,0.305,Moderate,1074,4000,30.5,0,7,0.139,0.244,synthetic
JP Nagar,12.897134,77.597361,residential,2024-01-05,Friday,11,0,0,0.295,Moderate,1156,4000,29.5,0,7,0.141,0.236,synthetic
JP Nagar,12.896491,77.599904,residential,2024-01-05,Friday,12,0,0,0.34,Moderate,1466,4000,34.0,0,7,0.132,0.272,synthetic
JP Nagar,12.897481,77.599073,residential,2024-01-05,Friday,13,0,0,0.347,Moderate,1448,4000,34.7,0,7,0.131,0.278,synthetic
JP Nagar,12.900679,77.598626,residential,2024-01-05,Friday,14,0,0,0.336,Moderate,1202,4000,33.6,0,7,0.133,0.269,synthetic
JP Nagar,12.898527,77.599283,residential,2024-01-05,Friday,15,0,0,0.309,Moderate,1379,4000,30.9,0,7,0.138,0.247,synthetic
JP Nagar,12.893408,77.592736,residential,2024-01-05,Friday,16,0,0,0.365,Moderate,1342,4000,36.5,0,7,0.127,0.292,synthetic
JP Nagar,12.900817,77.596783,residential,2024-01-05,Friday,17,0,0,0.427,Moderate,1659,4000,42.7,0,7,0.115,0.342,synthetic
JP Nagar,12.895083,77.596845,residential,2024-01-05,Friday,18,0,0,0.45,Moderate,1588,4000,45.0,0,7,0.11,0.36,synthetic
JP Nagar,12.895675,77.595515,residential,2024-01-05,Friday,19,0,0,0.419,Moderate,1515,4000,41.9,0,7,0.116,0.335,synthetic
JP Nagar,12.900009,77.593133,residential,2024-01-05,Friday,20,0,1,0.362,Moderate,1540,4000,36.2,0,7,0.319,0.29,synthetic
JP Nagar,12.898628,77.593367,residential,2024-01-05,Friday,21,0,1,0.311,Moderate,1281,4000,31.1,0,7,0.345,0.249,synthetic
JP Nagar,12.900722,77.593391,residential,2024-01-05,Friday,22,0,1,0.207,Low,823,4000,20.7,0,7,0.396,0.166,synthetic
JP Nagar,12.898223,77.600014,residential,2024-01-05,Friday,23,0,1,0.124,Low,524,4000,12.4,0,7,0.438,0.099,synthetic
MG Road,12.975375,77.607191,commercial,2024-01-06,Saturday,0,1,1,0.132,Low,968,8000,13.2,1,12,0.434,0.105,synthetic
MG Road,12.974489,77.602176,commercial,2024-01-06,Saturday,1,1,1,0.132,Low,1066,8000,13.2,1,12,0.434,0.106,synthetic
MG Road,12.97886,77.602129,commercial,2024-01-06,Saturday,2,1,1,0.088,Low,798,8000,8.8,1,12,0.456,0.071,synthetic
MG Road,12.972838,77.608329,commercial,2024-01-06,Saturday,3,1,1,0.096,Low,835,8000,9.6,1,12,0.452,0.077,synthetic
MG Road,12.975136,77.601681,commercial,2024-01-06,Saturday,4,1,1,0.075,Low,623,8000,7.5,1,12,0.463,0.06,synthetic
MG Road,12.976078,77.601957,commercial,2024-01-06,Saturday,5,1,1,0.066,Low,518,8000,6.6,1,12,0.467,0.052,synthetic
MG Road,12.971526,77.601993,commercial,2024-01-06,Saturday,6,1,0,0.117,Low,965,8000,11.7,1,12,0.177,0.094,synthetic
MG Road,12.971382,77.606219,commercial,2024-01-06,Saturday,7,1,0,0.196,Low,1379,8000,19.6,1,12,0.161,0.157,synthetic
MG Road,12.971269,77.607955,commercial,2024-01-06,Saturday,8,1,0,0.252,Moderate,1809,8000,25.2,1,12,0.15,0.201,synthetic
MG Road,12.971277,77.6013,commercial,2024-01-06,Saturday,9,1,0,0.377,Moderate,3339,8000,37.7,1,12,0.125,0.301,synthetic
MG Road,12.972408,77.602812,commercial,2024-01-06,Saturday,10,1,0,0.57,High,4695,8000,57.0,1,12,0.086,0.456,synthetic
MG Road,12.977952,77.608489,commercial,2024-01-06,Saturday,11,1,0,0.688,High,4817,8000,68.8,1,12,0.062,0.55,synthetic
MG Road,12.972825,77.602276,commercial,2024-01-06,Saturday,12,1,0,0.743,High,6389,8000,74.3,1,12,0.051,0.595,synthetic
MG Road,12.975693,77.606522,commercial,2024-01-06,Saturday,13,1,0,0.717,High,5094,8000,71.7,1,12,0.057,0.573,synthetic
MG Road,12.973327,77.601541,commercial,2024-01-06,Saturday,14,1,0,0.677,High,4949,8000,67.7,1,12,0.065,0.542,synthetic
MG Road,12.975051,77.601093,commercial,2024-01-06,Saturday,15,1,0,0.702,High,5258,8000,70.2,1,12,0.06,0.562,synthetic
MG Road,12.973073,77.605248,commercial,2024-01-06,Saturday,16,1,0,0.72,High,5232,8000,72.0,1,12,0.056,0.576,synthetic
MG Road,12.974236,77.606403,commercial,2024-01-06,Saturday,17,1,0,0.831,Extreme,6671,8000,83.1,1,12,0.034,0.665,synthetic
MG Road,12.971497,77.603269,commercial,2024-01-06,Saturday,18,1,0,0.819,Extreme,6376,8000,81.9,1,12,0.036,0.656,synthetic
MG Road,12.975269,77.603482,commercial,2024-01-06,Saturday,19,1,0,0.815,Extreme,6766,8000,81.5,1,12,0.037,0.652,synthetic
MG Road,12.972658,77.608724,commercial,2024-01-06,Saturday,20,1,1,0.722,High,6373,8000,72.2,1,12,0.139,0.577,synthetic
MG Road,12.978383,77.601686,commercial,2024-01-06,Saturday,21,1,1,0.568,High,4160,8000,56.8,1,12,0.216,0.454,synthetic
MG Road,12.973715,77.606412,commercial,2024-01-06,Saturday,22,1,1,0.33,Moderate,2430,8000,33.0,1,12,0.335,0.264,synthetic
MG Road,12.978824,77.603726,commercial,2024-01-06,Saturday,23,1,1,0.161,Low,1209,8000,16.1,1,12,0.42,0.129,synthetic
Majestic,12.974363,77.574897,transit_hub,2024-01-06,Saturday,0,1,1,0.217,Low,2752,12000,21.7,1,20,0.392,0.26,synthetic
Majestic,12.979636,77.571718,transit_hub,2024-01-06,Saturday,1,1,1,0.204,Low,2479,12000,20.4,1,20,0.398,0.245,synthetic
Majestic,12.980265,77.57332,transit_hub,2024-01-06,Saturday,2,1,1,0.149,Low,1856,12000,14.9,1,20,0.425,0.179,synthetic
Majestic,12.97627,77.568463,transit_hub,2024-01-06,Saturday,3,1,1,0.139,Low,1910,12000,13.9,1,20,0.43,0.167,synthetic
Majestic,12.977443,77.569153,transit_hub,2024-01-06,Saturday,4,1,1,0.212,Low,2891,12000,21.2,1,20,0.394,0.254,synthetic
Majestic,12.979937,77.574549,transit_hub,2024-01-06,Saturday,5,1,1,0.246,Low,3315,12000,24.6,1,20,0.377,0.296,synthetic
Majestic,12.973231,77.574119,transit_hub,2024-01-06,Saturday,6,1,0,0.344,Moderate,3892,12000,34.4,1,20,0.131,0.413,synthetic
Majestic,12.977484,77.572721,transit_hub,2024-01-06,Saturday,7,1,0,0.544,Moderate,6907,12000,54.4,1,20,0.091,0.653,synthetic
Majestic,12.976524,77.568366,transit_hub,2024-01-06,Saturday,8,1,0,0.746,High,9064,12000,74.6,1,20,0.051,0.896,synthetic
Majestic,12.972849,77.5695,transit_hub,2024-01-06,Saturday,9,1,0,0.872,Extreme,10981,12000,87.2,1,20,0.026,1.0,synthetic
Majestic,12.973549,77.575284,transit_hub,2024-01-06,Saturday,10,1,0,0.869,Extreme,11895,12000,86.9,1,20,0.026,1.0,synthetic
Majestic,12.979339,77.574981,transit_hub,2024-01-06,Saturday,11,1,0,0.901,Extreme,9529,12000,90.1,1,20,0.02,1.0,synthetic
Majestic,12.980535,77.572724,transit_hub,2024-01-06,Saturday,12,1,0,0.916,Extreme,12149,12000,91.6,1,20,0.017,1.0,synthetic
Majestic,12.976703,77.57519,transit_hub,2024-01-06,Saturday,13,1,0,0.896,Extreme,9720,12000,89.6,1,20,0.021,1.0,synthetic
Majestic,12.977222,77.571929,transit_hub,2024-01-06,Saturday,14,1,0,0.895,Extreme,11428,12000,89.5,1,20,0.021,1.0,synthetic
Majestic,12.975778,77.568929,transit_hub,2024-01-06,Saturday,15,1,0,0.894,Extreme,9736,12000,89.4,1,20,0.021,1.0,synthetic
Majestic,12.980284,77.571739,transit_hub,2024-01-06,Saturday,16,1,0,0.896,Extreme,10116,12000,89.6,1,20,0.021,1.0,synthetic
Majestic,12.976546,77.569256,transit_hub,2024-01-06,Saturday,17,1,0,0.982,Extreme,11125,12000,98.2,1,20,0.004,1.0,synthetic
Majestic,12.979162,77.57483,transit_hub,2024-01-06,Saturday,18,1,0,1.0,Extreme,12414,12000,100.0,1,20,0.0,1.0,synthetic
Majestic,12.973843,77.573037,transit_hub,2024-01-06,Saturday,19,1,0,0.954,Extreme,10240,12000,95.4,1,20,0.009,1.0,synthetic
Majestic,12.975491,77.568445,transit_hub,2024-01-06,Saturday,20,1,1,0.767,High,9787,12000,76.7,1,20,0.117,0.92,synthetic
Majestic,12.975395,77.571704,transit_hub,2024-01-06,Saturday,21,1,1,0.663,High,7329,12000,66.3,1,20,0.169,0.795,synthetic
Majestic,12.977715,77.573418,transit_hub,2024-01-06,Saturday,22,1,1,0.396,Moderate,5267,12000,39.6,1,20,0.302,0.475,synthetic
Majestic,12.973832,77.568823,transit_hub,2024-01-06,Saturday,23,1,1,0.312,Moderate,3764,12000,31.2,1,20,0.344,0.374,synthetic
Koramangala,12.938185,77.62359,residential,2024-01-06,Saturday,0,1,1,0.084,Low,405,5000,8.4,0,8,0.458,0.067,synthetic
Koramangala,12.932489,77.62395,residential,2024-01-06,Saturday,1,1,1,0.074,Low,423,5000,7.4,0,8,0.463,0.059,synthetic
Koramangala,12.93495,77.623782,residential,2024-01-06,Saturday,2,1,1,0.069,Low,379,5000,6.9,0,8,0.465,0.055,synthetic
Koramangala,12.936374,77.626759,residential,2024-01-06,Saturday,3,1,1,0.044,Low,213,5000,4.4,0,8,0.478,0.035,synthetic
Koramangala,12.93636,77.624378,residential,2024-01-06,Saturday,4,1,1,0.065,Low,354,5000,6.5,0,8,0.468,0.052,synthetic
Koramangala,12.931569,77.627023,residential,2024-01-06,Saturday,5,1,1,0.094,Low,401,5000,9.4,0,8,0.453,0.075,synthetic
Koramangala,12.937567,77.621404,residential,2024-01-06,Saturday,6,1,0,0.141,Low,738,5000,14.1,0,8,0.172,0.113,synthetic
Koramangala,12.93344,77.625954,residential,2024-01-06,Saturday,7,1,0,0.158,Low,693,5000,15.8,0,8,0.168,0.126,synthetic
Koramangala,12.938957,77.626718,residential,2024-01-06,Saturday,8,1,0,0.217,Low,1116,5000,21.7,0,8,0.157,0.174,synthetic
Koramangala,12.937963,77.628052,residential,2024-01-06,Saturday,9,1,0,0.292,Moderate,1326,5000,29.2,0,8,0.142,0.234,synthetic
Koramangala,12.935537,77.626518,residential,2024-01-06,Saturday,10,1,0,0.353,Moderate,1802,5000,35.3,0,8,0.129,0.283,synthetic
Koramangala,12.935144,77.623985,residential,2024-01-06,Saturday,11,1,0,0.429,Moderate,1997,5000,42.9,0,8,0.114,0.343,synthetic
Koramangala,12.932363,77.625282,residential,2024-01-06,Saturday,12,1,0,0.388,Moderate,1816,5000,38.8,0,8,0.122,0.31,synthetic
Koramangala,12.932897,77.621222,residential,2024-01-06,Saturday,13,1,0,0.411,Moderate,2103,5000,41.1,0,8,0.118,0.329,synthetic
Koramangala,12.936078,77.621088,residential,2024-01-06,Saturday,14,1,0,0.388,Moderate,1823,5000,38.8,0,8,0.122,0.31,synthetic
Koramangala,12.936337,77.624652,residential,2024-01-06,Saturday,15,1,0,0.392,Moderate,1905,5000,39.2,0,8,0.122,0.314,synthetic
Koramangala,12.937928,77.623808,residential,2024-01-06,Saturday,16,1,0,0.414,Moderate,1779,5000,41.4,0,8,0.117,0.331,synthetic
Koramangala,12.939104,77.625866,residential,2024-01-06,Saturday,17,1,0,0.494,Moderate,2599,5000,49.4,0,8,0.101,0.395,synthetic
Koramangala,12.932356,77.620984,residential,2024-01-06,Saturday,18,1,0,0.489,Moderate,2300,5000,48.9,0,8,0.102,0.391,synthetic
Koramangala,12.931615,77.623101,residential,2024-01-06,Saturday,19,1,0,0.515,Moderate,2360,5000,51.5,0,8,0.097,0.412,synthetic
Koramangala,12.935971,77.626221,residential,2024-01-06,Saturday,20,1,1,0.385,Moderate,1824,5000,38.5,0,8,0.307,0.308,synthetic
Koramangala,12.931963,77.622227,residential,2024-01-06,Saturday,21,1,1,0.302,Moderate,1309,5000,30.2,0,8,0.349,0.241,synthetic
Koramangala,12.936383,77.62053,residential,2024-01-06,Saturday,22,1,1,0.217,Low,968,5000,21.7,0,8,0.392,0.173,synthetic
Koramangala,12.932546,77.624763,residential,2024-01-06,Saturday,23,1,1,0.113,Low,540,5000,11.3,0,8,0.443,0.091,synthetic
Silk Board,12.914261,77.6112,transit,2024-01-06,Saturday,0,1,1,0.123,Low,840,7000,12.3,0,15,0.438,0.099,synthetic
Silk Board,12.917928,77.609519,transit,2024-01-06,Saturday,1,1,1,0.155,Low,1078,7000,15.5,0,15,0.423,0.124,synthetic
Silk Board,12.916409,77.607104,transit,2024-01-06,Saturday,2,1,1,0.13,Low,949,7000,13.0,0,15,0.435,0.104,synthetic
Silk Board,12.920478,77.608795,transit,2024-01-06,Saturday,3,1,1,0.129,Low,1034,7000,12.9,0,15,0.436,0.103,synthetic
Silk Board,12.920002,77.60756,transit,2024-01-06,Saturday,4,1,1,0.133,Low,900,7000,13.3,0,15,0.433,0.106,synthetic
Silk Board,12.917999,77.612934,transit,2024-01-06,Saturday,5,1,1,0.12,Low,887,7000,12.0,0,15,0.44,0.096,synthetic
Silk Board,12.914886,77.611562,transit,2024-01-06,Saturday,6,1,0,0.161,Low,1042,7000,16.1,0,15,0.168,0.129,synthetic
Silk Board,12.913058,77.612302,transit,2024-01-06,Saturday,7,1,0,0.176,Low,1304,7000,17.6,0,15,0.165,0.141,synthetic
Silk Board,12.915772,77.607476,transit,2024-01-06,Saturday,8,1,0,0.323,Moderate,1959,7000,32.3,0,15,0.135,0.258,synthetic
Silk Board,12.917276,77.606697,transit,2024-01-06,Saturday,9,1,0,0.368,Moderate,2834,7000,36.8,0,15,0.126,0.295,synthetic
Silk Board,12.919843,77.609284,transit,2024-01-06,Saturday,10,1,0,0.52,Moderate,3599,7000,52.0,0,15,0.096,0.416,synthetic
Silk Board,12.918034,77.611445,transit,2024-01-06,Saturday,11,1,0,0.574,High,4487,7000,57.4,0,15,0.085,0.459,synthetic
Silk Board,12.913884,77.612847,transit,2024-01-06,Saturday,12,1,0,0.637,High,3955,7000,63.7,0,15,0.073,0.509,synthetic
Silk Board,12.92041,77.610519,transit,2024-01-06,Saturday,13,1,0,0.556,High,3767,7000,55.6,0,15,0.089,0.445,synthetic
Silk Board,12.916228,77.611129,transit,2024-01-06,Saturday,14,1,0,0.587,High,4488,7000,58.7,0,15,0.083,0.469,synthetic
Silk Board,12.916958,77.607838,transit,2024-01-06,Saturday,15,1,0,0.59,High,3568,7000,59.0,0,15,0.082,0.472,synthetic
Silk Board,12.917157,77.611733,transit,2024-01-06,Saturday,16,1,0,0.651,High,5005,7000,65.1,0,15,0.07,0.52,synthetic
Silk Board,12.919337,77.612048,transit,2024-01-06,Saturday,17,1,0,0.687,High,5063,7000,68.7,0,15,0.063,0.55,synthetic
Silk Board,12.916671,77.60845,transit,2024-01-06,Saturday,18,1,0,0.716,High,4710,7000,71.6,0,15,0.057,0.573,synthetic
Silk Board,12.913576,77.611427,transit,2024-01-06,Saturday,19,1,0,0.737,High,4944,7000,73.7,0,15,0.053,0.59,synthetic
Silk Board,12.919827,77.611184,transit,2024-01-06,Saturday,20,1,1,0.604,High,3943,7000,60.4,0,15,0.198,0.483,synthetic
Silk Board,12.914309,77.612959,transit,2024-01-06,Saturday,21,1,1,0.486,Moderate,3884,7000,48.6,0,15,0.257,0.389,synthetic
Silk Board,12.91623,77.6064,transit,2024-01-06,Saturday,22,1,1,0.355,Moderate,2730,7000,35.5,0,15,0.323,0.284,synthetic
Silk Board,12.919497,77.607038,transit,2024-01-06,Saturday,23,1,1,0.196,Low,1540,7000,19.6,0,15,0.402,0.157,synthetic
Indiranagar,12.970219,77.642551,commercial,2024-01-06,Saturday,0,1,1,0.092,Low,473,6000,9.2,1,10,0.454,0.074,synthetic
Indiranagar,12.968715,77.644429,commercial,2024-01-06,Saturday,1,1,1,0.061,Low,339,6000,6.1,1,10,0.47,0.048,synthetic
Indiranagar,12.975373,77.645017,commercial,2024-01-06,Saturday,2,1,1,0.112,Low,760,6000,11.2,1,10,0.444,0.089,synthetic
Indiranagar,12.968156,77.63944,commercial,2024-01-06,Saturday,3,1,1,0.078,Low,415,6000,7.8,1,10,0.461,0.063,synthetic
Indiranagar,12.969256,77.640386,commercial,2024-01-06,Saturday,4,1,1,0.089,Low,587,6000,8.9,1,10,0.455,0.071,synthetic
Indiranagar,12.968097,77.643886,commercial,2024-01-06,Saturday,5,1,1,0.08,Low,483,6000,8.0,1,10,0.46,0.064,synthetic
Indiranagar,12.971914,77.639978,commercial,2024-01-06,Saturday,6,1,0,0.091,Low,539,6000,9.1,1,10,0.182,0.073,synthetic
Indiranagar,12.97526,77.642392,commercial,2024-01-06,Saturday,7,1,0,0.207,Low,1370,6000,20.7,1,10,0.159,0.166,synthetic
Indiranagar,12.975082,77.639044,commercial,2024-01-06,Saturday,8,1,0,0.262,Moderate,1427,6000,26.2,1,10,0.148,0.209,synthetic
Indiranagar,12.969181,77.637239,commercial,2024-01-06,Saturday,9,1,0,0.321,Moderate,2102,6000,32.1,1,10,0.136,0.256,synthetic
Indiranagar,12.970866,77.643202,commercial,2024-01-06,Saturday,10,1,0,0.476,Moderate,2768,6000,47.6,1,10,0.105,0.38,synthetic
Indiranagar,12.973876,77.644584,commercial,2024-01-06,Saturday,11,1,0,0.591,High,3453,6000,59.1,1,10,0.082,0.472,synthetic
Indiranagar,12.972727,77.64469,commercial,2024-01-06,Saturday,12,1,0,0.65,High,3931,6000,65.0,1,10,0.07,0.52,synthetic
Indiranagar,12.973721,77.637515,commercial,2024-01-06,Saturday,13,1,0,0.628,High,3658,6000,62.8,1,10,0.074,0.502,synthetic
Indiranagar,12.970001,77.645082,commercial,2024-01-06,Saturday,14,1,0,0.585,High,3192,6000,58.5,1,10,0.083,0.468,synthetic
Indiranagar,12.970065,77.637727,commercial,2024-01-06,Saturday,15,1,0,0.642,High,4185,6000,64.2,1,10,0.072,0.514,synthetic
Indiranagar,12.970908,77.638796,commercial,2024-01-06,Saturday,16,1,0,0.619,High,4225,6000,61.9,1,10,0.076,0.495,synthetic
Indiranagar,12.970053,77.64144,commercial,2024-01-06,Saturday,17,1,0,0.735,High,4322,6000,73.5,1,10,0.053,0.588,synthetic
Indiranagar,12.973124,77.643389,commercial,2024-01-06,Saturday,18,1,0,0.782,High,5380,6000,78.2,1,10,0.044,0.626,synthetic
Indiranagar,12.968691,77.644966,commercial,2024-01-06,Saturday,19,1,0,0.708,High,3612,6000,70.8,1,10,0.058,0.566,synthetic
Indiranagar,12.973684,77.641229,commercial,2024-01-06,Saturday,20,1,1,0.638,High,3458,6000,63.8,1,10,0.181,0.511,synthetic
Indiranagar,12.969296,77.640445,commercial,2024-01-06,Saturday,21,1,1,0.471,Moderate,2736,6000,47.1,1,10,0.264,0.377,synthetic
Indiranagar,12.972121,77.64037,commercial,2024-01-06,Saturday,22,1,1,0.275,Moderate,1710,6000,27.5,1,10,0.363,0.22,synthetic
Indiranagar,12.97033,77.638175,commercial,2024-01-06,Saturday,23,1,1,0.139,Low,850,6000,13.9,1,10,0.43,0.111,synthetic
Whitefield,12.96771,77.748821,tech_park,2024-01-06,Saturday,0,1,1,0.051,Low,450,9000,5.1,0,12,0.475,0.04,synthetic
Whitefield,12.970512,77.747638,tech_park,2024-01-06,Saturday,1,1,1,0.054,Low,435,9000,5.4,0,12,0.473,0.043,synthetic
Whitefield,12.969189,77.747692,tech_park,2024-01-06,Saturday,2,1,1,0.073,Low,619,9000,7.3,0,12,0.464,0.058,synthetic
Whitefield,12.971257,77.749562,tech_park,2024-01-06,Saturday,3,1,1,0.092,Low,896,9000,9.2,0,12,0.454,0.074,synthetic
Whitefield,12.968572,77.747881,tech_park,2024-01-06,Saturday,4,1,1,0.07,Low,634,9000,7.0,0,12,0.465,0.056,synthetic
Whitefield,12.970376,77.746337,tech_park,2024-01-06,Saturday,5,1,1,0.083,Low,822,9000,8.3,0,12,0.459,0.066,synthetic
Whitefield,12.96957,77.750291,tech_park,2024-01-06,Saturday,6,1,0,0.102,Low,949,9000,10.2,0,12,0.18,0.082,synthetic
Whitefield,12.972298,77.746436,tech_park,2024-01-06,Saturday,7,1,0,0.13,Low,1261,9000,13.0,0,12,0.174,0.104,synthetic
Whitefield,12.973296,77.751999,tech_park,2024-01-06,Saturday,8,1,0,0.139,Low,1304,9000,13.9,0,12,0.172,0.111,synthetic
Whitefield,12.969489,77.749357,tech_park,2024-01-06,Saturday,9,1,0,0.139,Low,1409,9000,13.9,0,12,0.172,0.111,synthetic
Whitefield,12.967629,77.752808,tech_park,2024-01-06,Saturday,10,1,0,0.207,Low,1941,9000,20.7,0,12,0.159,0.166,synthetic
Whitefield,12.972183,77.747614,tech_park,2024-01-06,Saturday,11,1,0,0.146,Low,1449,9000,14.6,0,12,0.171,0.117,synthetic
Whitefield,12.973532,77.747165,tech_park,2024-01-06,Saturday,12,1,0,0.125,Low,969,9000,12.5,0,12,0.175,0.1,synthetic
Whitefield,12.97294,77.751361,tech_park,2024-01-06,Saturday,13,1,0,0.17,Low,1653,9000,17.0,0,12,0.166,0.136,synthetic
Whitefield,12.969375,77.748961,tech_park,2024-01-06,Saturday,14,1,0,0.162,Low,1397,9000,16.2,0,12,0.168,0.13,synthetic
Whitefield,12.968155,77.751244,tech_park,2024-01-06,Saturday,15,1,0,0.081,Low,823,9000,8.1,0,12,0.184,0.065,synthetic
Whitefield,12.968501,77.752873,tech_park,2024-01-06,Saturday,16,1,0,0.115,Low,932,9000,11.5,0,12,0.177,0.092,synthetic
Whitefield,12.968941,77.752402,tech_park,2024-01-06,Saturday,17,1,0,0.092,Low,735,9000,9.2,0,12,0.182,0.073,synthetic
Whitefield,12.973295,77.751396,tech_park,2024-01-06,Saturday,18,1,0,0.131,Low,1120,9000,13.1,0,12,0.174,0.105,synthetic
Whitefield,12.971358,77.753656,tech_park,2024-01-06,Saturday,19,1,0,0.083,Low,702,9000,8.3,0,12,0.183,0.067,synthetic
Whitefield,12.971536,77.750169,tech_park,2024-01-06,Saturday,20,1,1,0.126,Low,1264,9000,12.6,0,12,0.437,0.101,synthetic
Whitefield,12.96664,77.74853,tech_park,2024-01-06,Saturday,21,1,1,0.05,Low,448,9000,5.0,0,12,0.475,0.04,synthetic
Whitefield,12.968717,77.748675,tech_park,2024-01-06,Saturday,22,1,1,0.079,Low,634,9000,7.9,0,12,0.46,0.063,synthetic
Whitefield,12.973559,77.748421,tech_park,2024-01-06,Saturday,23,1,1,0.08,Low,810,9000,8.0,0,12,0.46,0.064,synthetic
Electronic City,12.844439,77.657171,tech_park,2024-01-06,Saturday,0,1,1,0.026,Low,261,10000,2.6,0,8,0.487,0.02,synthetic
Electronic City,12.846191,77.66388,tech_park,2024-01-06,Saturday,1,1,1,0.053,Low,531,10000,5.3,0,8,0.474,0.042,synthetic
Electronic City,12.847323,77.657542,tech_park,2024-01-06,Saturday,2,1,1,0.077,Low,827,10000,7.7,0,8,0.462,0.061,synthetic
Electronic City,12.848972,77.662231,tech_park,2024-01-06,Saturday,3,1,1,0.068,Low,609,10000,6.8,0,8,0.466,0.054,synthetic
Electronic City,12.843597,77.658243,tech_park,2024-01-06,Saturday,4,1,1,0.032,Low,301,10000,3.2,0,8,0.484,0.026,synthetic
Electronic City,12.846153,77.659752,tech_park,2024-01-06,Saturday,5,1,1,0.038,Low,427,10000,3.8,0,8,0.481,0.03,synthetic
