area,latitude,longitude,date,hour,month,weather_condition,rainfall_mm_hr,visibility_km,visibility_score,wind_speed_kmh,humidity_pct,temperature_c,flood_risk,waterlogging_risk,road_slipperiness,weather_severity,is_night,data_source
Whitefield,12.968704,77.7475,2024-01-10,23,1,Clear,0.0,12.0,1.0,7.7,45.1,17.8,0.051,0.017,0.034,0.036,1,synthetic
Electronic City,12.842508,77.657852,2024-01-10,0,1,Clear,0.0,12.1,1.0,12.4,46.1,18.3,0.0,0.014,0.037,0.035,1,synthetic
Electronic City,12.842337,77.664386,2024-01-10,1,1,Clear,0.0,12.8,1.0,11.5,47.4,17.1,0.0,0.0,0.074,0.023,1,synthetic
Electronic City,12.850113,77.658145,2024-01-10,2,1,Clear,0.0,11.5,0.958,11.5,44.2,16.6,0.051,0.042,0.054,0.032,1,synthetic
Electronic City,12.850197,77.659501,2024-01-10,3,1,Cloudy,0.0,9.7,0.808,7.9,66.1,17.5,0.033,0.007,0.068,0.121,1,synthetic
Electronic City,12.841487,77.658298,2024-01-10,4,1,Clear,0.0,12.7,1.0,9.6,43.7,18.5,0.024,0.0,0.054,0.085,1,synthetic
Electronic City,12.845547,77.663067,2024-01-10,5,1,Clear,0.0,12.8,1.0,8.6,49.6,19.5,0.022,0.043,0.065,0.077,1,synthetic
Electronic City,12.849631,77.661588,2024-01-10,6,1,Strong Wind,0.92,8.4,0.7,67.9,64.1,17.9,0.001,0.0,0.138,0.532,0,synthetic
Electronic City,12.846674,77.655795,2024-01-10,7,1,Clear,0.0,11.8,0.983,5.2,40.7,16.1,0.041,0.036,0.054,0.023,0,synthetic
Electronic City,12.842387,77.663092,2024-01-10,8,1,Clear,0.0,12.4,1.0,7.0,46.7,17.2,0.038,0.011,0.034,0.064,0,synthetic
Electronic City,12.845984,77.662766,2024-01-10,9,1,Clear,0.0,11.5,0.958,7.0,40.9,22.3,0.0,0.005,0.036,0.014,0,synthetic
Electronic City,12.841265,77.656362,2024-01-10,10,1,Clear,0.0,12.2,1.0,4.8,48.3,20.5,0.0,0.0,0.042,0.051,0,synthetic
Electronic City,12.8452,77.655461,2024-01-10,11,1,Clear,0.0,11.5,0.958,8.6,46.4,20.4,0.033,0.011,0.038,0.018,0,synthetic
Electronic City,12.847147,77.660644,2024-01-10,12,1,Clear,0.0,12.1,1.0,5.3,42.4,20.9,0.043,0.029,0.064,0.045,0,synthetic
Electronic City,12.848923,77.664648,2024-01-10,13,1,Clear,0.0,12.3,1.0,6.0,42.3,19.6,0.062,0.06,0.053,0.02,0,synthetic
Electronic City,12.846704,77.658186,2024-01-10,14,1,Clear,0.0,12.6,1.0,8.5,42.4,23.8,0.051,0.018,0.038,0.053,0,synthetic
Electronic City,12.840394,77.656107,2024-01-10,15,1,Clear,0.0,12.4,1.0,4.2,48.3,23.7,0.0,0.027,0.076,0.018,0,synthetic
Electronic City,12.849958,77.65654,2024-01-10,16,1,Fog,0.22,0.3,0.025,2.7,93.5,26.2,0.038,0.052,0.127,0.548,0,synthetic
Electronic City,12.844098,77.665068,2024-01-10,17,1,Clear,0.0,11.5,0.958,8.8,46.9,22.0,0.0,0.013,0.071,0.059,0,synthetic
Electronic City,12.842896,77.661312,2024-01-10,18,1,Cloudy,0.0,9.5,0.792,11.1,65.6,19.8,0.0,0.0,0.077,0.137,0,synthetic
Electronic City,12.840409,77.661283,2024-01-10,19,1,Clear,0.0,11.9,0.992,5.7,41.9,22.0,0.043,0.014,0.04,0.041,0,synthetic
Electronic City,12.847279,77.656409,2024-01-10,20,1,Clear,0.0,11.9,0.992,10.1,46.2,21.0,0.046,0.035,0.061,0.048,1,synthetic
Electronic City,12.84865,77.656069,2024-01-10,21,1,Clear,0.0,12.1,1.0,10.5,47.8,21.2,0.055,0.059,0.027,0.041,1,synthetic
Electronic City,12.843223,77.664199,2024-01-10,22,1,Cloudy,0.0,9.1,0.758,16.2,63.1,19.5,0.011,0.0,0.095,0.125,1,synthetic
Electronic City,12.848994,77.663086,2024-01-10,23,1,Clear,0.0,12.0,1.0,10.4,48.6,18.6,0.0,0.007,0.064,0.089,1,synthetic
Hebbal,13.032472,77.594219,2024-01-10,0,1,Clear,0.0,12.3,1.0,5.0,45.2,17.4,0.0,0.0,0.02,0.093,1,synthetic
Hebbal,13.038049,77.595203,2024-01-10,1,1,Fog,0.24,0.7,0.058,9.4,89.1,18.0,0.0,0.0,0.129,0.516,1,synthetic
Hebbal,13.039066,77.59818,2024-01-10,2,1,Fog,0.2,0.2,0.017,3.8,90.7,18.8,0.004,0.024,0.124,0.515,1,synthetic
Hebbal,13.040716,77.592986,2024-01-10,3,1,Clear,0.0,11.5,0.958,9.7,43.3,18.5,0.033,0.056,0.042,0.003,1,synthetic
Hebbal,13.033785,77.592312,2024-01-10,4,1,Clear,0.0,11.8,0.983,12.4,43.3,16.8,0.02,0.0,0.051,0.087,1,synthetic
Hebbal,13.032042,77.593088,2024-01-10,5,1,Fog,0.21,0.2,0.017,8.2,92.4,22.5,0.0,0.019,0.179,0.521,1,synthetic
Hebbal,13.036284,77.596558,2024-01-10,6,1,Clear,0.0,12.1,1.0,10.2,44.9,16.1,0.0,0.005,0.08,0.036,0,synthetic
Hebbal,13.035667,77.596843,2024-01-10,7,1,Clear,0.0,11.6,0.967,11.8,44.5,16.6,0.038,0.025,0.041,0.052,0,synthetic
Hebbal,13.03342,77.59873,2024-01-10,8,1,Strong Wind,1.0,8.1,0.675,67.7,60.9,16.1,0.047,0.038,0.131,0.497,0,synthetic
Hebbal,13.032648,77.601299,2024-01-10,9,1,Cloudy,0.0,9.4,0.783,7.8,59.4,22.4,0.0,0.008,0.085,0.103,0,synthetic
Hebbal,13.0313,77.59589,2024-01-10,10,1,Clear,0.0,11.6,0.967,7.4,43.0,20.7,0.025,0.045,0.022,0.07,0,synthetic
Hebbal,13.031978,77.594513,2024-01-10,11,1,Cloudy,0.0,9.1,0.758,15.4,64.4,21.6,0.0,0.029,0.087,0.117,0,synthetic
Hebbal,13.034954,77.592685,2024-01-10,12,1,Cloudy,0.0,8.6,0.717,14.2,67.0,21.5,0.046,0.058,0.078,0.102,0,synthetic
Hebbal,13.037592,77.594919,2024-01-10,13,1,Cloudy,0.0,9.5,0.792,16.5,61.2,21.4,0.053,0.041,0.051,0.108,0,synthetic
Hebbal,13.034154,77.599917,2024-01-10,14,1,Clear,0.0,11.5,0.958,12.7,44.8,25.5,0.021,0.0,0.062,0.006,0,synthetic
Hebbal,13.035713,77.598639,2024-01-10,15,1,Clear,0.0,11.4,0.95,5.0,41.6,25.3,0.0,0.003,0.075,0.001,0,synthetic
Hebbal,13.032774,77.593307,2024-01-10,16,1,Cloudy,0.0,9.0,0.75,14.0,60.9,25.7,0.055,0.047,0.073,0.121,0,synthetic
Hebbal,13.039624,77.594893,2024-01-10,17,1,Cloudy,0.0,8.8,0.733,14.6,62.3,21.9,0.0,0.0,0.06,0.075,0,synthetic
Hebbal,13.037027,77.599611,2024-01-10,18,1,Cloudy,0.0,8.8,0.733,12.0,59.7,20.7,0.007,0.0,0.057,0.113,0,synthetic
Hebbal,13.039616,77.594823,2024-01-10,19,1,Strong Wind,1.17,7.8,0.65,68.9,57.7,20.6,0.045,0.049,0.133,0.512,0,synthetic
Hebbal,13.040375,77.597799,2024-01-10,20,1,Clear,0.0,11.7,0.975,6.0,42.6,20.6,0.039,0.05,0.022,0.085,1,synthetic
Hebbal,13.034488,77.596633,2024-01-10,21,1,Cloudy,0.0,8.8,0.733,10.3,65.5,20.0,0.0,0.005,0.094,0.06,1,synthetic
Hebbal,13.032369,77.598856,2024-01-10,22,1,Clear,0.0,12.4,1.0,11.0,47.1,17.2,0.056,0.028,0.065,0.062,1,synthetic
Hebbal,13.040445,77.595527,2024-01-10,23,1,Strong Wind,1.2,8.2,0.683,60.3,58.3,17.3,0.037,0.037,0.101,0.479,1,synthetic
Yelahanka,13.096419,77.601207,2024-01-10,0,1,Light Rain,2.54,6.3,0.525,11.9,80.4,16.7,0.043,0.049,0.33,0.264,1,synthetic
Yelahanka,13.095704,77.597265,2024-01-10,1,1,Clear,0.0,11.3,0.942,3.3,45.9,19.2,0.03,0.051,0.044,0.004,1,synthetic
Yelahanka,13.104774,77.599167,2024-01-10,2,1,Clear,0.0,12.0,1.0,6.4,45.0,19.3,0.0,0.01,0.048,0.016,1,synthetic
Yelahanka,13.098157,77.597393,2024-01-10,3,1,Clear,0.0,11.7,0.975,7.8,46.4,16.9,0.029,0.045,0.045,0.085,1,synthetic
Yelahanka,13.102138,77.599993,2024-01-10,4,1,Clear,0.0,12.3,1.0,4.2,45.9,17.4,0.054,0.024,0.063,0.008,1,synthetic
Yelahanka,13.096479,77.593968,2024-01-10,5,1,Clear,0.0,11.4,0.95,10.5,40.2,20.3,0.0,0.029,0.056,0.035,1,synthetic
Yelahanka,13.102192,77.600828,2024-01-10,6,1,Strong Wind,1.13,8.0,0.667,65.6,55.7,17.6,0.03,0.012,0.122,0.498,0,synthetic
Yelahanka,13.09918,77.599051,2024-01-10,7,1,Clear,0.0,12.6,1.0,4.5,42.2,16.4,0.0,0.0,0.06,0.092,0,synthetic
Yelahanka,13.102038,77.598584,2024-01-10,8,1,Clear,0.0,11.2,0.933,5.0,40.8,16.7,0.016,0.041,0.076,0.043,0,synthetic
Yelahanka,13.100237,77.596858,2024-01-10,9,1,Strong Wind,0.88,8.3,0.692,70.0,55.5,21.4,0.017,0.027,0.099,0.531,0,synthetic
Yelahanka,13.103629,77.600844,2024-01-10,10,1,Clear,0.0,12.6,1.0,8.2,45.9,22.4,0.047,0.017,0.056,0.021,0,synthetic
Yelahanka,13.103161,77.59958,2024-01-10,11,1,Clear,0.0,11.8,0.983,10.9,47.6,21.3,0.0,0.014,0.069,0.081,0,synthetic
Yelahanka,13.096757,77.594084,2024-01-10,12,1,Strong Wind,1.26,7.6,0.633,69.6,62.6,22.3,0.025,0.038,0.155,0.514,0,synthetic
Yelahanka,13.103108,77.591696,2024-01-10,13,1,Cloudy,0.0,8.3,0.692,8.7,57.7,19.7,0.0,0.021,0.081,0.09,0,synthetic
Yelahanka,13.101972,77.596704,2024-01-10,14,1,Cloudy,0.0,9.6,0.8,15.8,63.4,25.8,0.0,0.017,0.075,0.108,0,synthetic
Yelahanka,13.097762,77.598944,2024-01-10,15,1,Strong Wind,0.9,7.8,0.65,63.1,56.8,24.9,0.0,0.016,0.121,0.501,0,synthetic
Yelahanka,13.100741,77.59333,2024-01-10,16,1,Clear,0.0,11.6,0.967,11.9,45.0,24.9,0.0,0.0,0.023,0.097,0,synthetic
Yelahanka,13.102081,77.597876,2024-01-10,17,1,Clear,0.0,11.4,0.95,3.6,45.9,19.9,0.0,0.02,0.042,0.045,0,synthetic
Yelahanka,13.102776,77.601357,2024-01-10,18,1,Clear,0.0,12.7,1.0,7.8,47.0,21.8,0.0,0.023,0.026,0.095,0,synthetic
Yelahanka,13.097355,77.593688,2024-01-10,19,1,Cloudy,0.0,9.0,0.75,15.2,60.7,20.9,0.009,0.026,0.077,0.148,0,synthetic
Yelahanka,13.099713,77.596802,2024-01-10,20,1,Clear,0.0,12.4,1.0,4.0,41.2,20.7,0.004,0.019,0.075,0.064,1,synthetic
Yelahanka,13.101486,77.591497,2024-01-10,21,1,Clear,0.0,12.8,1.0,11.8,49.0,21.8,0.055,0.072,0.069,0.043,1,synthetic
Yelahanka,13.104288,77.599917,2024-01-10,22,1,Fog,0.17,1.1,0.092,6.8,91.0,18.4,0.051,0.022,0.13,0.547,1,synthetic
Yelahanka,13.098155,77.595562,2024-01-10,23,1,Fog,0.25,1.0,0.083,7.2,92.5,17.1,0.0,0.0,0.135,0.518,1,synthetic
Marathahalli,12.962212,77.693443,2024-01-10,0,1,Cloudy,0.0,8.2,0.683,11.1,66.6,18.3,0.062,0.071,0.096,0.145,1,synthetic
Marathahalli,12.963218,77.697005,2024-01-10,1,1,Thunderstorm,40.65,0.8,0.067,58.8,96.7,18.7,0.001,0.143,1.0,0.839,1,synthetic
Marathahalli,12.963434,77.697646,2024-01-10,2,1,Clear,0.0,12.5,1.0,11.6,41.5,19.3,0.053,0.025,0.061,0.016,1,synthetic
Marathahalli,12.958307,77.697211,2024-01-10,3,1,Cloudy,0.0,9.0,0.75,10.7,59.4,19.2,0.001,0.0,0.057,0.058,1,synthetic
Marathahalli,12.956027,77.700811,2024-01-10,4,1,Clear,0.0,12.2,1.0,13.0,49.0,17.9,0.01,0.027,0.028,0.029,1,synthetic
Marathahalli,12.954674,77.693156,2024-01-10,5,1,Clear,0.0,12.0,1.0,6.2,42.7,20.5,0.019,0.043,0.052,0.001,1,synthetic
Marathahalli,12.959916,77.699444,2024-01-10,6,1,Clear,0.0,11.2,0.933,12.1,41.6,16.4,0.0,0.0,0.031,0.081,0,synthetic
Marathahalli,12.961027,77.695004,2024-01-10,7,1,Cloudy,0.0,8.7,0.725,14.2,65.7,16.2,0.005,0.0,0.078,0.087,0,synthetic
Marathahalli,12.955126,77.699191,2024-01-10,8,1,Clear,0.0,12.7,1.0,6.7,47.6,17.2,0.0,0.022,0.034,0.039,0,synthetic
Marathahalli,12.955521,77.697956,2024-01-10,9,1,Cloudy,0.0,9.5,0.792,11.5,66.5,21.4,0.005,0.0,0.086,0.063,0,synthetic
Marathahalli,12.962664,77.698291,2024-01-10,10,1,Clear,0.0,11.6,0.967,11.4,47.4,20.6,0.056,0.033,0.06,0.032,0,synthetic
Marathahalli,12.961312,77.694949,2024-01-10,11,1,Clear,0.0,12.3,1.0,4.2,44.5,21.4,0.0,0.001,0.057,0.018,0,synthetic
Marathahalli,12.957739,77.699952,2024-01-10,12,1,Fog,0.23,1.1,0.092,0.1,87.4,21.4,0.007,0.007,0.176,0.566,0,synthetic
Marathahalli,12.963715,77.695255,2024-01-10,13,1,Clear,0.0,11.9,0.992,10.7,46.1,21.1,0.0,0.0,0.037,0.012,0,synthetic
Marathahalli,12.96367,77.698234,2024-01-10,14,1,Clear,0.0,12.2,1.0,9.9,40.2,24.1,0.022,0.0,0.041,0.021,0,synthetic
Marathahalli,12.961223,77.696258,2024-01-10,15,1,Clear,0.0,11.4,0.95,9.0,49.0,25.9,0.033,0.035,0.052,0.052,0,synthetic
Marathahalli,12.959779,77.693405,2024-01-10,16,1,Clear,0.0,12.7,1.0,10.8,46.2,24.4,0.034,0.004,0.07,0.059,0,synthetic
Marathahalli,12.963099,77.699336,2024-01-10,17,1,Clear,0.0,12.7,1.0,12.0,43.0,20.6,0.016,0.0,0.029,0.072,0,synthetic
Marathahalli,12.958498,77.69895,2024-01-10,18,1,Cloudy,0.0,8.2,0.683,8.0,64.9,21.3,0.0,0.027,0.078,0.051,0,synthetic
Marathahalli,12.963905,77.69776,2024-01-10,19,1,Clear,0.0,12.5,1.0,5.4,41.7,20.4,0.025,0.037,0.065,0.008,0,synthetic
Marathahalli,12.961774,77.693669,2024-01-10,20,1,Clear,0.0,12.2,1.0,12.0,41.8,21.4,0.033,0.053,0.022,0.032,1,synthetic
Marathahalli,12.957265,77.69748,2024-01-10,21,1,Clear,0.0,12.7,1.0,9.4,40.8,20.0,0.059,0.032,0.054,0.011,1,synthetic
Marathahalli,12.954191,77.699378,2024-01-10,22,1,Strong Wind,1.14,8.7,0.725,65.8,59.4,18.9,0.008,0.022,0.137,0.476,1,synthetic
Marathahalli,12.956404,77.701135,2024-01-10,23,1,Clear,0.0,12.3,1.0,4.8,49.1,17.3,0.0,0.001,0.076,0.018,1,synthetic
Bannerghatta Road,12.896814,77.600848,2024-01-10,0,1,Cloudy,0.0,9.7,0.808,13.7,58.8,17.5,0.035,0.023,0.069,0.104,1,synthetic
Bannerghatta Road,12.897791,77.597401,2024-01-10,1,1,Fog,0.23,0.3,0.025,4.5,87.2,17.5,0.016,0.001,0.147,0.566,1,synthetic
Bannerghatta Road,12.899195,77.594918,2024-01-10,2,1,Clear,0.0,11.9,0.992,6.1,45.9,17.7,0.0,0.003,0.023,0.044,1,synthetic
Bannerghatta Road,12.90328,77.600211,2024-01-10,3,1,Clear,0.0,12.0,1.0,9.6,40.9,18.1,0.007,0.001,0.048,0.091,1,synthetic
Bannerghatta Road,12.895518,77.600698,2024-01-10,4,1,Cloudy,0.0,9.1,0.758,16.1,58.1,17.6,0.002,0.0,0.052,0.148,1,synthetic
Bannerghatta Road,12.903123,77.598988,2024-01-10,5,1,Clear,0.0,12.5,1.0,6.8,46.3,20.2,0.024,0.025,0.049,0.034,1,synthetic
Bannerghatta Road,12.898163,77.598644,2024-01-10,6,1,Cloudy,0.0,9.2,0.767,12.3,67.0,16.0,0.059,0.07,0.096,0.111,0,synthetic
Bannerghatta Road,12.8988,77.602049,2024-01-10,7,1,Cloudy,0.0,9.2,0.767,9.6,62.0,16.0,0.002,0.0,0.095,0.124,0,synthetic
Bannerghatta Road,12.897746,77.599398,2024-01-10,8,1,Clear,0.0,11.3,0.942,8.9,42.4,18.4,0.012,0.006,0.066,0.068,0,synthetic
Bannerghatta Road,12.902589,77.597426,2024-01-10,9,1,Cloudy,0.0,9.5,0.792,13.5,59.8,19.9,0.043,0.054,0.088,0.065,0,synthetic
Bannerghatta Road,12.900675,77.601595,2024-01-10,10,1,Strong Wind,1.27,7.8,0.65,65.1,55.3,20.3,0.0,0.026,0.136,0.472,0,synthetic
Bannerghatta Road,12.903081,77.597021,2024-01-10,11,1,Clear,0.0,11.2,0.933,4.1,49.7,19.8,0.054,0.053,0.076,0.052,0,synthetic
Bannerghatta Road,12.895524,77.597656,2024-01-10,12,1,Clear,0.0,12.1,1.0,7.9,41.9,21.3,0.0,0.001,0.029,0.017,0,synthetic
Bannerghatta Road,12.895418,77.599722,2024-01-10,13,1,Clear,0.0,12.3,1.0,6.7,46.5,19.5,0.02,0.0,0.068,0.049,0,synthetic
Bannerghatta Road,12.90417,77.601934,2024-01-10,14,1,Cloudy,0.0,9.3,0.775,14.5,59.8,25.6,0.032,0.018,0.107,0.138,0,synthetic
Bannerghatta Road,12.89524,77.5961,2024-01-10,15,1,Clear,0.0,11.7,0.975,10.5,43.5,26.0,0.037,0.039,0.057,0.044,0,synthetic
Bannerghatta Road,12.900801,77.594977,2024-01-10,16,1,Clear,0.0,11.9,0.992,6.1,42.7,24.3,0.01,0.012,0.075,0.091,0,synthetic
Bannerghatta Road,12.897723,77.594235,2024-01-10,17,1,Strong Wind,1.2,7.4,0.617,68.9,59.8,20.9,0.048,0.018,0.143,0.548,0,synthetic
Bannerghatta Road,12.90284,77.599037,2024-01-10,18,1,Clear,0.0,12.2,1.0,3.5,46.2,20.1,0.006,0.0,0.059,0.028,0,synthetic
Bannerghatta Road,12.896114,77.598639,2024-01-10,19,1,Clear,0.0,12.7,1.0,12.1,41.9,21.4,0.0,0.025,0.067,0.072,0,synthetic
Bannerghatta Road,12.898264,77.59935,2024-01-10,20,1,Clear,0.0,12.1,1.0,5.9,46.9,20.7,0.006,0.004,0.065,0.081,1,synthetic
Bannerghatta Road,12.895097,77.598943,2024-01-10,21,1,Cloudy,0.0,8.2,0.683,8.4,60.7,22.1,0.0,0.0,0.078,0.134,1,synthetic
Bannerghatta Road,12.899007,77.598459,2024-01-10,22,1,Clear,0.0,11.7,0.975,11.5,40.3,16.5,0.032,0.046,0.053,0.081,1,synthetic
Bannerghatta Road,12.894497,77.594139,2024-01-10,23,1,Clear,0.0,12.6,1.0,7.6,42.9,18.2,0.0,0.0,0.06,0.028,1,synthetic
Shivajinagar,12.987919,77.596696,2024-01-10,0,1,Clear,0.0,12.7,1.0,11.2,47.4,17.2,0.04,0.023,0.021,0.058,1,synthetic
Shivajinagar,12.979896,77.593537,2024-01-10,1,1,Fog,0.25,0.4,0.033,2.1,89.1,17.0,0.04,0.046,0.175,0.572,1,synthetic
Shivajinagar,12.980435,77.599383,2024-01-10,2,1,Cloudy,0.0,9.5,0.792,9.4,60.7,19.2,0.0,0.004,0.11,0.13,1,synthetic
Shivajinagar,12.984679,77.598379,2024-01-10,3,1,Clear,0.0,11.6,0.967,12.7,40.8,19.0,0.056,0.035,0.041,0.1,1,synthetic
Shivajinagar,12.985042,77.598534,2024-01-10,4,1,Fog,0.22,0.8,0.067,2.1,88.8,17.4,0.0,0.015,0.17,0.507,1,synthetic
Shivajinagar,12.98669,77.593847,2024-01-10,5,1,Clear,0.0,12.2,1.0,7.3,46.6,20.1,0.0,0.017,0.08,0.097,1,synthetic
Shivajinagar,12.980646,77.598596,2024-01-10,6,1,Cloudy,0.0,8.5,0.708,16.8,58.6,15.9,0.014,0.015,0.058,0.135,0,synthetic
Shivajinagar,12.984368,77.595824,2024-01-10,7,1,Clear,0.0,12.3,1.0,3.5,45.0,18.0,0.053,0.075,0.025,0.075,0,synthetic
Shivajinagar,12.982456,77.600583,2024-01-10,8,1,Clear,0.0,12.1,1.0,11.2,41.6,16.1,0.0,0.0,0.073,0.024,0,synthetic
Shivajinagar,12.988734,77.598705,2024-01-10,9,1,Fog,0.25,0.3,0.025,6.9,85.6,21.5,0.0,0.011,0.16,0.534,0,synthetic
Shivajinagar,12.983547,77.600224,2024-01-10,10,1,Cloudy,0.0,9.2,0.767,14.5,61.3,20.4,0.002,0.0,0.068,0.138,0,synthetic
Shivajinagar,12.983419,77.595768,2024-01-10,11,1,Cloudy,0.0,9.5,0.792,7.6,60.2,21.4,0.008,0.0,0.09,0.052,0,synthetic
Shivajinagar,12.981285,77.595992,2024-01-10,12,1,Cloudy,0.0,9.8,0.817,9.6,66.9,22.2,0.021,0.044,0.059,0.123,0,synthetic
Shivajinagar,12.979136,77.595446,2024-01-10,13,1,Clear,0.0,12.6,1.0,8.3,43.1,20.2,0.03,0.031,0.07,0.034,0,synthetic
Shivajinagar,12.987117,77.599799,2024-01-10,14,1,Fog,0.25,0.8,0.067,9.8,88.3,25.9,0.0,0.0,0.126,0.556,0,synthetic
Shivajinagar,12.982569,77.594998,2024-01-10,15,1,Cloudy,0.0,8.5,0.708,14.6,57.8,24.2,0.0,0.0,0.087,0.073,0,synthetic
Shivajinagar,12.985923,77.598154,2024-01-10,16,1,Cloudy,0.0,9.8,0.817,11.0,57.5,25.9,0.0,0.0,0.062,0.069,0,synthetic
Shivajinagar,12.981006,77.600692,2024-01-10,17,1,Cloudy,0.0,9.2,0.767,12.6,65.1,20.5,0.0,0.0,0.088,0.119,0,synthetic
Shivajinagar,12.98068,77.595663,2024-01-10,18,1,Clear,0.0,12.4,1.0,9.0,48.4,21.5,0.009,0.0,0.033,0.061,0,synthetic
Shivajinagar,12.979429,77.596424,2024-01-10,19,1,Clear,0.0,11.4,0.95,12.9,40.8,19.7,0.0,0.0,0.059,0.087,0,synthetic
Shivajinagar,12.987908,77.59444,2024-01-10,20,1,Cloudy,0.0,9.7,0.808,15.9,67.0,22.1,0.016,0.0,0.099,0.144,1,synthetic
Shivajinagar,12.983299,77.600569,2024-01-10,21,1,Clear,0.0,12.0,1.0,9.7,47.0,21.8,0.057,0.019,0.071,0.056,1,synthetic
Shivajinagar,12.984386,77.602247,2024-01-10,22,1,Clear,0.0,11.5,0.958,5.6,42.1,19.1,0.028,0.032,0.06,0.032,1,synthetic
Shivajinagar,12.982824,77.597348,2024-01-10,23,1,Clear,0.0,12.6,1.0,10.9,43.5,18.8,0.056,0.04,0.074,0.012,1,synthetic
Jayanagar,12.922716,77.585145,2024-01-10,0,1,Cloudy,0.0,8.4,0.7,11.5,66.9,17.5,0.033,0.033,0.069,0.143,1,synthetic
Jayanagar,12.921076,77.580054,2024-01-10,1,1,Clear,0.0,11.5,0.958,8.5,44.3,19.3,0.002,0.019,0.025,0.056,1,synthetic
Jayanagar,12.922236,77.584617,2024-01-10,2,1,Clear,0.0,12.1,1.0,4.4,40.6,18.3,0.009,0.0,0.04,0.024,1,synthetic
Jayanagar,12.926361,77.579307,2024-01-10,3,1,Clear,0.0,12.0,1.0,8.4,45.8,18.8,0.0,0.0,0.059,0.053,1,synthetic
Jayanagar,12.92682,77.583213,2024-01-10,4,1,Cloudy,0.0,8.9,0.742,14.1,63.4,19.1,0.048,0.049,0.084,0.066,1,synthetic
Jayanagar,12.925648,77.586842,2024-01-10,5,1,Clear,0.0,12.0,1.0,8.4,41.8,19.6,0.052,0.026,0.075,0.013,1,synthetic
Jayanagar,12.930546,77.588699,2024-01-10,6,1,Cloudy,0.0,9.7,0.808,12.5,57.7,17.1,0.0,0.0,0.092,0.082,0,synthetic
Jayanagar,12.922475,77.580431,2024-01-10,7,1,Clear,0.0,11.3,0.942,11.6,40.4,17.2,0.016,0.015,0.032,0.03,0,synthetic
Jayanagar,12.930356,77.581559,2024-01-10,8,1,Clear,0.0,11.3,0.942,9.3,42.1,17.6,0.035,0.012,0.041,0.03,0,synthetic
Jayanagar,12.928342,77.588289,2024-01-10,9,1,Clear,0.0,12.3,1.0,12.1,45.8,21.9,0.0,0.0,0.05,0.03,0,synthetic
Jayanagar,12.924377,77.580158,2024-01-10,10,1,Strong Wind,1.07,7.5,0.625,62.4,64.8,21.8,0.03,0.057,0.119,0.462,0,synthetic
Jayanagar,12.930475,77.5808,2024-01-10,11,1,Cloudy,0.0,8.7,0.725,11.8,57.6,20.8,0.038,0.041,0.089,0.087,0,synthetic
Jayanagar,12.928463,77.583308,2024-01-10,12,1,Clear,0.0,12.2,1.0,11.4,41.8,20.0,0.005,0.0,0.03,0.032,0,synthetic
Jayanagar,12.925332,77.580893,2024-01-10,13,1,Clear,0.0,12.6,1.0,12.7,44.2,19.6,0.0,0.021,0.079,0.086,0,synthetic
Jayanagar,12.92953,77.587364,2024-01-10,14,1,Clear,0.0,11.7,0.975,4.2,44.2,24.4,0.022,0.0,0.028,0.038,0,synthetic
Jayanagar,12.923494,77.581885,2024-01-10,15,1,Clear,0.0,12.5,1.0,6.3,45.1,26.2,0.004,0.016,0.065,0.059,0,synthetic
Jayanagar,12.922981,77.582971,2024-01-10,16,1,Clear,0.0,11.9,0.992,12.1,48.6,24.3,0.0,0.022,0.023,0.004,0,synthetic
Jayanagar,12.921185,77.58671,2024-01-10,17,1,Cloudy,0.0,9.4,0.783,14.3,60.0,22.0,0.0,0.0,0.053,0.1,0,synthetic
Jayanagar,12.929913,77.581486,2024-01-10,18,1,Cloudy,0.0,8.3,0.692,15.6,62.7,21.4,0.0,0.0,0.096,0.079,0,synthetic
Jayanagar,12.929626,77.587875,2024-01-10,19,1,Clear,0.0,12.6,1.0,7.4,43.1,20.1,0.024,0.014,0.022,0.056,0,synthetic
Jayanagar,12.921534,77.585928,2024-01-10,20,1,Clear,0.0,11.3,0.942,7.2,43.9,20.9,0.033,0.009,0.048,0.016,1,synthetic
Jayanagar,12.928949,77.585429,2024-01-10,21,1,Clear,0.0,12.4,1.0,4.1,45.5,19.5,0.038,0.02,0.033,0.082,1,synthetic
Jayanagar,12.922897,77.585324,2024-01-10,22,1,Fog,0.22,0.7,0.058,8.2,91.1,18.9,0.033,0.03,0.163,0.527,1,synthetic
Jayanagar,12.925325,77.58287,2024-01-10,23,1,Cloudy,0.0,8.7,0.725,13.3,64.5,18.6,0.028,0.044,0.081,0.077,1,synthetic
Rajajinagar,12.989896,77.554385,2024-01-10,0,1,Clear,0.0,12.0,1.0,10.6,45.1,17.1,0.02,0.01,0.066,0.062,1,synthetic
Rajajinagar,12.992146,77.549874,2024-01-10,1,1,Clear,0.0,11.5,0.958,8.3,43.1,19.2,0.021,0.0,0.071,0.041,1,synthetic
Rajajinagar,12.996557,77.55407,2024-01-10,2,1,Cloudy,0.0,9.6,0.8,7.8,62.5,16.5,0.0,0.0,0.052,0.122,1,synthetic
Rajajinagar,12.997265,77.548917,2024-01-10,3,1,Fog,0.24,0.8,0.067,3.9,92.4,18.2,0.0,0.0,0.139,0.552,1,synthetic
